S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
13608,28/07/2020,Uttarakhand,6328,2587,3675,66
13609,29/07/2020,Uttarakhand,6587,2797,3720,70
13610,30/07/2020,Uttarakhand,6866,2983,3811,72
13611,31/07/2020,Uttarakhand,7065,2993,3996,76
13612,01/08/2020,Uttarakhand,7183,2935,4168,80
13613,02/08/2020,Uttarakhand,7447,3034,4330,83
13614,03/08/2020,Uttarakhand,7593,3070,4437,86
13615,04/08/2020,Uttarakhand,7800,3172,4538,90
13616,05/08/2020,Uttarakhand,8008,3066,4847,95
13617,06/08/2020,Uttarakhand,8254,2923,5233,98
13618,07/08/2020,Uttarakhand,8552,3027,5427,98
13619,08/08/2020,Uttarakhand,8901,3058,5731,112
13620,09/08/2020,Uttarakhand,9402,3322,5963,117
13621,10/08/2020,Uttarakhand,9632,3373,6134,125
13622,11/08/2020,Uttarakhand,10021,3586,6301,134
13623,12/08/2020,Uttarakhand,10432,3826,6470,136
13624,13/08/2020,Uttarakhand,10886,4059,6687,140
13625,14/08/2020,Uttarakhand,11302,4145,7014,143
13626,15/08/2020,Uttarakhand,11615,3966,7502,147
13627,16/08/2020,Uttarakhand,11940,4041,7748,151
13628,17/08/2020,Uttarakhand,12175,3923,8100,152
13629,18/08/2020,Uttarakhand,12493,3850,8485,158
13630,19/08/2020,Uttarakhand,12961,4073,8724,164
13631,20/08/2020,Uttarakhand,13225,3915,9132,178
13632,21/08/2020,Uttarakhand,13636,4016,9433,187
13633,22/08/2020,Uttarakhand,14083,4215,9676,192
13634,23/08/2020,Uttarakhand,14566,4350,10021,195
13635,24/08/2020,Uttarakhand,15124,4444,10480,200
13636,25/08/2020,Uttarakhand,15529,4410,10912,207
13637,26/08/2020,Uttarakhand,16014,4600,11201,213
13638,27/08/2020,Uttarakhand,16549,4806,11524,219
13639,28/08/2020,Uttarakhand,17277,5274,11775,228
13640,29/08/2020,Uttarakhand,17865,5502,12124,239
13641,30/08/2020,Uttarakhand,18571,5735,12586,250
13642,31/08/2020,Uttarakhand,19235,5912,13066,257
13643,01/09/2020,Uttarakhand,19827,5908,13650,269
13644,02/09/2020,Uttarakhand,20398,6042,14076,280
13645,03/09/2020,Uttarakhand,21234,6442,14501,291
13646,04/09/2020,Uttarakhand,22180,6871,15009,300
13647,05/09/2020,Uttarakhand,23011,7188,15511,312
13648,06/09/2020,Uttarakhand,23961,7575,16056,330
13649,07/09/2020,Uttarakhand,24629,7640,16648,341
13650,08/09/2020,Uttarakhand,25436,7965,17123,348
13651,09/09/2020,Uttarakhand,26094,8261,17473,360
13652,10/09/2020,Uttarakhand,27211,8577,18262,372
13653,11/09/2020,Uttarakhand,28266,9106,18783,377
13654,12/09/2020,Uttarakhand,29221,9405,19428,388
13655,13/09/2020,Uttarakhand,30336,9781,20153,402
13656,14/09/2020,Uttarakhand,31973,10519,21040,414
13657,15/09/2020,Uttarakhand,33016,10374,22213,429
13658,16/09/2020,Uttarakhand,34407,10739,23230,438
13659,17/09/2020,Uttarakhand,35947,11068,24432,447
13660,18/09/2020,Uttarakhand,37139,11714,24965,460
13661,19/09/2020,Uttarakhand,38007,11293,26250,464
13662,20/09/2020,Uttarakhand,40085,12465,27142,478
13663,21/09/2020,Uttarakhand,40963,12455,28017,491
13664,22/09/2020,Uttarakhand,41777,12075,29201,501
13665,23/09/2020,Uttarakhand,42651,11831,30308,512
13666,24/09/2020,Uttarakhand,43720,11867,31324,529
13667,25/09/2020,Uttarakhand,44404,11507,32355,542
13668,26/09/2020,Uttarakhand,45332,10934,33843,555
13669,27/09/2020,Uttarakhand,46281,10856,34859,566
13670,28/09/2020,Uttarakhand,47045,10799,35672,574
13671,29/09/2020,Uttarakhand,47502,10066,36856,580
13672,30/09/2020,Uttarakhand,47995,9122,38282,591
13673,01/10/2020,Uttarakhand,49000,9111,39278,611
13674,02/10/2020,Uttarakhand,49248,8544,40079,625
13675,03/10/2020,Uttarakhand,49559,8504,40419,636
13676,04/10/2020,Uttarakhand,50062,8076,41338,648
13677,05/10/2020,Uttarakhand,51481,9089,41740,652
13678,06/10/2020,Uttarakhand,51991,8701,42621,669
13679,07/10/2020,Uttarakhand,52329,8414,43238,677
13680,08/10/2020,Uttarakhand,52959,8367,43904,688
13681,09/10/2020,Uttarakhand,53359,7849,44808,702
13682,10/10/2020,Uttarakhand,54063,7289,46058,716
13683,11/10/2020,Uttarakhand,54525,7321,46470,734
13684,12/10/2020,Uttarakhand,55051,7373,46931,747
13685,13/10/2020,Uttarakhand,55347,6976,47609,762
13686,14/10/2020,Uttarakhand,55641,6576,48283,782
13687,15/10/2020,Uttarakhand,56070,6145,49129,796
13688,16/10/2020,Uttarakhand,56493,5682,49997,814
13689,17/10/2020,Uttarakhand,57042,5692,50521,829
13690,18/10/2020,Uttarakhand,57648,5538,51186,924
13691,19/10/2020,Uttarakhand,58024,5728,51369,927
13692,20/10/2020,Uttarakhand,58360,5527,51900,933
13693,21/10/2020,Uttarakhand,58601,5364,52291,946
13694,22/10/2020,Uttarakhand,59106,5085,53061,960
13695,23/10/2020,Uttarakhand,59508,4897,53643,968
13696,24/10/2020,Uttarakhand,59796,4656,54161,979
13697,25/10/2020,Uttarakhand,60155,4542,54629,984
13698,26/10/2020,Uttarakhand,60376,4425,54958,993
13699,27/10/2020,Uttarakhand,60744,4080,55663,1001
13700,28/10/2020,Uttarakhand,60957,3865,56085,1007
13701,29/10/2020,Uttarakhand,61261,3696,56556,1009
13702,30/10/2020,Uttarakhand,61566,3545,57012,1009
13703,31/10/2020,Uttarakhand,61915,3634,57270,1011
13704,01/11/2020,Uttarakhand,62328,3883,57422,1023
13705,02/11/2020,Uttarakhand,62550,3914,57609,1027
13706,03/11/2020,Uttarakhand,62881,3802,58050,1029
13707,04/11/2020,Uttarakhand,63197,3705,58459,1033
13708,05/11/2020,Uttarakhand,63585,3818,58729,1038
13709,06/11/2020,Uttarakhand,64065,3680,59338,1047
13710,07/11/2020,Uttarakhand,64538,3736,59746,1056
13711,08/11/2020,Uttarakhand,65036,3890,60083,1063
13712,09/11/2020,Uttarakhand,65279,3972,60242,1065
13713,10/11/2020,Uttarakhand,65677,4149,60453,1075
13714,11/11/2020,Uttarakhand,66005,3955,60970,1080
13715,12/11/2020,Uttarakhand,66788,4251,61451,1086
13716,13/11/2020,Uttarakhand,67239,4156,61990,1093
13717,14/11/2020,Uttarakhand,67706,4307,62302,1097
13718,15/11/2020,Uttarakhand,68002,4417,62483,1102
13719,16/11/2020,Uttarakhand,68215,4565,62543,1107
13720,17/11/2020,Uttarakhand,68458,4184,63158,1116
13721,18/11/2020,Uttarakhand,68887,4165,63603,1119
13722,19/11/2020,Uttarakhand,69307,4147,64032,1128
13723,20/11/2020,Uttarakhand,69693,4133,64427,1133
13724,21/11/2020,Uttarakhand,70205,3505,65562,1138
13725,22/11/2020,Uttarakhand,70790,4082,65562,1146
13726,23/11/2020,Uttarakhand,71256,4368,65733,1155
13727,24/11/2020,Uttarakhand,71632,4298,66172,1162
13728,25/11/2020,Uttarakhand,72160,4638,66349,1173
13729,26/11/2020,Uttarakhand,72642,4658,66799,1185
13730,27/11/2020,Uttarakhand,72997,4682,67119,1196
13731,28/11/2020,Uttarakhand,73527,4812,67514,1201
13732,29/11/2020,Uttarakhand,73951,4876,67861,1214
13733,30/11/2020,Uttarakhand,74340,4970,68148,1222
13734,01/12/2020,Uttarakhand,74795,5059,68505,1231
13735,02/12/2020,Uttarakhand,75268,4947,69083,1238
13736,03/12/2020,Uttarakhand,75784,4955,69578,1251
13737,04/12/2020,Uttarakhand,76275,4967,70045,1263
13738,05/12/2020,Uttarakhand,76893,4994,70626,1273
13739,06/12/2020,Uttarakhand,77573,5176,71116,1281
13740,07/12/2020,Uttarakhand,77997,5223,71489,1285
13741,08/12/2020,Uttarakhand,78509,5234,71980,1295
13742,09/12/2020,Uttarakhand,79141,5399,72435,1307
13743,10/12/2020,Uttarakhand,79656,5456,72880,1320
13744,11/12/2020,Uttarakhand,80486,5742,73412,1332
13745,12/12/2020,Uttarakhand,81211,5934,73936,1341
13746,13/12/2020,Uttarakhand,81939,6207,74381,1351
13747,14/12/2020,Uttarakhand,82429,6293,74781,1355
13748,15/12/2020,Uttarakhand,83006,6144,75501,1361
13749,17/12/2020,Uttarakhand,84069,6140,76554,1375
13750,18/12/2020,Uttarakhand,84689,6062,77243,1384
13751,19/12/2020,Uttarakhand,85269,6067,77803,1399
13752,20/12/2020,Uttarakhand,85853,6074,78371,1408
13753,21/12/2020,Uttarakhand,86317,6177,78727,1413
13754,22/12/2020,Uttarakhand,86765,5584,79755,1426
13755,23/12/2020,Uttarakhand,87376,5512,80425,1439
13756,24/12/2020,Uttarakhand,87940,5507,80986,1447
13757,25/12/2020,Uttarakhand,88376,5331,81587,1458
13758,26/12/2020,Uttarakhand,88844,5510,81871,1463
13759,27/12/2020,Uttarakhand,89218,5444,82298,1476
13760,28/12/2020,Uttarakhand,89645,5625,82537,1483
13761,29/12/2020,Uttarakhand,89850,5511,82850,1489
13762,30/12/2020,Uttarakhand,90167,5256,83416,1495
13763,31/12/2020,Uttarakhand,90616,4963,84149,1504
13764,03/01/2021,Uttarakhand,91544,4364,85658,1522
13765,04/01/2021,Uttarakhand,91811,4376,85908,1527
13766,05/01/2021,Uttarakhand,92112,3966,86611,1535
13767,06/01/2021,Uttarakhand,92366,3717,87105,1544
13768,07/01/2021,Uttarakhand,92593,3515,87529,1549
13769,08/01/2021,Uttarakhand,92842,3309,87978,1555
13770,09/01/2021,Uttarakhand,93111,3179,88370,1562
13771,10/01/2021,Uttarakhand,93398,3215,88615,1568
13772,11/01/2021,Uttarakhand,93621,3130,88918,1573
13773,12/01/2021,Uttarakhand,93777,2753,89446,1578
13774,13/01/2021,Uttarakhand,93961,2643,89729,1589
13775,14/01/2021,Uttarakhand,94170,2552,90025,1593
13776,15/01/2021,Uttarakhand,94324,2510,90218,1596
13777,16/01/2021,Uttarakhand,94465,2406,90457,1602
13778,17/01/2021,Uttarakhand,94691,2349,90736,1606
13779,18/01/2021,Uttarakhand,94803,2354,90838,1611
13780,19/01/2021,Uttarakhand,94923,2136,91170,1617
13781,20/01/2021,Uttarakhand,95039,1992,91428,1619
13782,21/01/2021,Uttarakhand,95192,2005,91565,1622
13783,22/01/2021,Uttarakhand,95354,1876,91852,1626
13784,23/01/2021,Uttarakhand,95464,1795,92040,1629
13785,24/01/2021,Uttarakhand,95586,1733,92224,1629
13786,25/01/2021,Uttarakhand,95640,1725,92284,1631
13787,27/01/2021,Uttarakhand,95741,1455,92650,1636
13788,28/01/2021,Uttarakhand,95826,1439,92748,1639
13789,29/01/2021,Uttarakhand,95908,1338,92928,1642
13790,30/01/2021,Uttarakhand,95986,1289,93055,1642
13791,31/01/2021,Uttarakhand,96068,1202,93223,1643
13792,01/02/2021,Uttarakhand,96129,1175,93310,1644
13793,02/02/2021,Uttarakhand,96180,1081,93451,1648
13794,03/02/2021,Uttarakhand,96227,1043,93533,1651
13795,04/02/2021,Uttarakhand,96281,997,93629,1655
13796,05/02/2021,Uttarakhand,96384,1002,93723,1659
13797,06/02/2021,Uttarakhand,96431,945,93824,1662
13798,07/02/2021,Uttarakhand,96478,937,93877,1664
13799,08/02/2021,Uttarakhand,96493,912,93913,1668
13800,09/02/2021,Uttarakhand,96536,808,94057,1671
13801,10/02/2021,Uttarakhand,96590,790,94127,1673
13802,11/02/2021,Uttarakhand,96625,712,94240,1673
13803,12/02/2021,Uttarakhand,96673,669,94328,1676
13804,13/02/2021,Uttarakhand,96722,648,94396,1678
13805,14/02/2021,Uttarakhand,96766,637,94449,1680
13806,15/02/2021,Uttarakhand,96820,687,94453,1680
13807,16/02/2021,Uttarakhand,96867,615,94572,1680
13808,17/02/2021,Uttarakhand,96920,564,94674,1682
13809,18/02/2021,Uttarakhand,96964,548,94733,1683
13810,19/02/2021,Uttarakhand,97005,549,94772,1684
